lambda,Psi,Delta,T,R,n_S,k_S
2109,35.6670304799054,106.6279353548006,0.6533103415244079,0.34668965847559147,3.4122,0.0
2112,35.606046576740454,106.60910610619058,0.6522694212047023,0.3477305787952967,3.412,0.0
2115,35.54574934569906,106.5888784650716,0.6512253534894146,0.34877464651058654,3.4119,0.0
2118,35.4854498248505,106.56989522288119,0.6501942636296949,0.3498057363703059,3.4117,0.0
2121,35.42583095619193,106.54951744010565,0.6491599488576738,0.3508400511423272,3.4116,0.0
2124,35.36620191932641,106.53038216009648,0.6481385999242895,0.3518614000757066,3.4114,0.0
2127,35.30724769631689,106.50985609420813,0.6471139491572151,0.35288605084278685,3.4113,0.0
2130,35.24827561059049,106.49057076704409,0.6461022515249688,0.3538977484750307,3.4111,0.0
2133,35.189972676198465,106.4698983121293,0.6450871757499422,0.35491282425005927,3.411,0.0
2136,35.13199072252978,106.44915404684424,0.6440768463815585,0.35592315361843774,3.4109,0.0
2139,35.07397970911199,106.42964804093621,0.6430794499466499,0.35692055005335077,3.4107,0.0
2142,35.016629658438774,106.40876025879867,0.6420785621883202,0.35792143781168023,3.4106,0.0
2145,34.95924329017794,106.38910928240036,0.641090593115474,0.3589094068845225,3.4104,0.0
2148,34.902512637698024,106.36807994986128,0.6400990580062259,0.35990094199377587,3.4103,0.0
2151,34.845738575766276,106.34828608587091,0.6391204267841131,0.36087957321588554,3.4101,0.0
2154,34.78961513972313,106.32711719185727,0.6381381554733184,0.36186184452667963,3.41,0.0
2157,34.73344136358586,106.3071825416065,0.6371687727360754,0.36283122726392575,3.4098,0.0
2160,34.67791327556612,106.28587609431415,0.6361956765295315,0.36380432347046815,3.4097,0.0
2163,34.622678738612144,106.26450217655099,0.6352271276433371,0.36477287235666006,3.4096,0.0
2166,34.56738376898781,106.24436079842911,0.6342714435045058,0.3657285564954944,3.4094,0.0
2169,34.51272734364406,106.22285234513207,0.6333119372094286,0.3666880627905706,3.4093,0.0
2172,34.45800393815562,106.20257547142816,0.6323652792001336,0.36763472079986703,3.4091,0.0
2175,34.403914498977365,106.18093452680623,0.6314147273741804,0.36858527262581997,3.409,0.0
2178,34.35010469937949,106.15922859468279,0.6304686131434718,0.36953138685652126,3.4089,0.0
2181,34.29621838133719,106.13875291913322,0.629535321786202,0.37046467821379847,3.4087,0.0
2184,34.242959404641056,106.11691755637774,0.6285980305433834,0.37140196945661635,3.4086,0.0
2187,34.18961771870333,106.09631173313365,0.6276735447512458,0.37232645524874974,3.4084,0.0
2190,34.13689912850982,106.07434900401338,0.6267449891785419,0.3732550108214579,3.4083,0.0
2193,34.08444712768377,106.0523237994844,0.6258207624596439,0.37417923754035454,3.4082,0.0
2196,34.0319033954524,106.031527161561,0.6249093144574722,0.3750906855425248,3.408,0.0
2199,33.976851870109854,106.00129312897607,0.6239216143710808,0.3760783856289182,3.4079,0.0
2202,33.925198193431044,105.97909572699169,0.623010485331342,0.37698951466865555,3.4078,0.0
2205,33.873443962081645,105.95812583063334,0.6221121090157484,0.37788789098425085,3.4076,0.0
2208,33.822300642958915,105.9358070176485,0.6212094549659036,0.378790545034098,3.4075,0.0
2211,33.77140917674931,105.91342864580605,0.6203110002907384,0.37968899970926057,3.4074,0.0
2214,33.720408710288424,105.89227720032005,0.6194252702729196,0.38057472972708556,3.4072,0.0
2217,33.670013543777465,105.869780509315,0.6185351624156824,0.38146483758431654,3.4071,0.0
2220,33.619863329916384,105.84722577338091,0.61764919030081,0.38235080969918833,3.407,0.0
2223,33.56959593910836,105.82589756251512,0.6167759142506505,0.38322408574935113,3.4068,0.0
2226,33.5199284817589,105.80322759098756,0.6158981618959538,0.3841018381040455,3.4067,0.0
2229,33.47049932849187,105.78050108405404,0.615024482221313,0.384975517778688,3.4066,0.0
2232,33.42130631681474,105.75771853716478,0.6141548543766476,0.38584514562335337,3.4065,0.0
2235,33.37198563213221,105.73616219849154,0.6132978837738124,0.3867021162261873,3.4063,0.0
2238,33.323258081168206,105.7132684937992,0.6124363082079931,0.3875636917920066,3.4062,0.0
2241,33.274760342127,105.69032024941745,0.6115787222203438,0.3884212777796536,3.4061,0.0
2244,33.226490355757456,105.66731795735296,0.6107251052383795,0.3892748947616195,3.406,0.0
2247,33.178082634208245,105.64554184044626,0.6098841060019109,0.3901158939980896,3.4058,0.0
2250,33.13026163897732,105.62243243605674,0.6090383760642448,0.39096162393575584,3.4057,0.0
2253,33.082662367688755,105.5992704713971,0.60819655374212,0.3918034462578764,3.4056,0.0
2256,33.03528285853896,105.57605643390553,0.6073586187564194,0.392641381243582,3.4055,0.0
2259,32.98775596289147,105.55406880528928,0.60653326148103,0.393466738518969,3.4053,0.0
2262,32.94080975514454,105.53075165987597,0.6057030506770639,0.3942969493229352,3.4052,0.0
2265,32.894077564913616,105.50738391309777,0.6048766667243837,0.3951233332756143,3.4051,0.0
2268,32.84755752241182,105.48396604686079,0.6040540896504988,0.3959459103495003,3.405,0.0
2271,32.80088083132645,105.461775074266,0.6032440498347753,0.396755950165225,3.4048,0.0
2274,32.754779136857394,105.4382580559385,0.6024290365574512,0.3975709634425524,3.4047,0.0
2277,32.70888411382261,105.41469237103381,0.6016177706150572,0.3983822293849374,3.4046,0.0
2280,32.663193979360834,105.39107849510012,0.6008102323528017,0.39918976764719805,3.4045,0.0
2283,32.617706971584276,105.36741690202535,0.6000064021965383,0.3999935978034604,3.4044,0.0
2286,32.572052258955814,105.34498310694073,0.5992150583037822,0.40078494169621864,3.4042,0.0
2289,32.52696588057167,105.32122722082904,0.5984185951252472,0.40158140487475324,3.4041,0.0
2292,32.482077467286494,105.29742504423682,0.5976257817260866,0.4023742182739137,3.404,0.0
2295,32.43738533821581,105.27357704383776,0.5968365988608662,0.4031634011391353,3.4039,0.0
2298,32.39288783202559,105.24968368445076,0.5960510273672284,0.40394897263277224,3.4038,0.0
2301,32.34858330666112,105.22574542900367,0.5952690481662902,0.4047309518337099,3.4037,0.0
2304,32.30409852161502,105.20303648258103,0.5944994936513879,0.405500506348613,3.4035,0.0
2307,32.26017469379325,105.17900963252723,0.5937246507525047,0.40627534924749326,3.4034,0.0
2310,32.21643903482507,105.15493927800172,0.5929533433262385,0.4070466566737633,3.4033,0.0
2313,32.17288997714672,105.13082587391212,0.5921855526320224,0.40781444736797345,3.4032,0.0
2316,32.12952597118015,105.10666987312635,0.591421260014436,0.40857873998556427,3.4031,0.0
2319,32.086345485086625,105.08247172644926,0.5906604469034142,0.40933955309658354,3.403,0.0
2322,32.04334700452332,105.0582318825968,0.5899030948145392,0.41009690518546116,3.4029,0.0
2325,32.00015452364783,105.03522366132266,0.5891580953980406,0.4108419046019589,3.4027,0.0
2328,31.95751517440366,105.01090167555513,0.5884076182653278,0.4115923817346731,3.4026,0.0
2331,31.915053391436867,104.98653933948202,0.5876605471353933,0.41233945286460666,3.4025,0.0
2334,31.872767728035488,104.96213709310986,0.5869168638691361,0.4130831361308644,3.4024,0.0
2337,31.83065675382518,104.93769537425194,0.5861765504139916,0.41382344958601,3.4023,0.0
2340,31.788719054547375,104.91321461851388,0.5854395888040397,0.41456041119595444,3.4022,0.0
2343,31.746953231841257,104.88869525927272,0.5847059611601315,0.41529403883986965,3.4021,0.0
2346,31.705357903030038,104.86413772766602,0.5839756496899516,0.41602435031004853,3.402,0.0
2349,31.66393170090949,104.83954245257314,0.583248636688126,0.41675136331186946,3.4019,0.0
2352,31.62229513814908,104.81618255637581,0.582533884064048,0.41746611593595223,3.4017,0.0
2355,31.581202753722028,104.79151310329594,0.5818134225452709,0.4181865774547297,3.4016,0.0
2358,31.540275486311433,104.76680719202818,0.5810962068259748,0.4189037931740259,3.4015,0.0
2361,31.499512028554367,104.74206524217789,0.5803822195496848,0.4196177804503146,3.4014,0.0
2364,31.45891108755153,104.71728767103457,0.5796714434469945,0.42032855655300944,3.4013,0.0
2367,31.41847138467533,104.69247489356454,0.578963861335534,0.42103613866446665,3.4012,0.0
2370,31.37819165537946,104.6676273223998,0.5782594561199704,0.4217405438800293,3.4011,0.0
2373,31.338070649012913,104.64274536783182,0.5775582107919511,0.4224417892080483,3.401,0.0
2376,31.298107128635237,104.61782943780308,0.5768601084300519,0.4231398915699499,3.4009,0.0
2379,31.258299870836037,104.59287993790345,0.5761651321997081,0.42383486780028523,3.4008,0.0
2382,31.218647665555707,104.56789727135892,0.5754732653531643,0.4245267346468355,3.4007,0.0
2385,31.179149315910713,104.54288183903195,0.5747844912293464,0.42521550877065484,3.4006,0.0
2388,31.139803638019536,104.51783403941417,0.5740987932537926,0.42590120674620674,3.4005,0.0
2391,31.100609460832352,104.49275426862296,0.5734161549385278,0.426583845061471,3.4004,0.0
2394,31.061565625963187,104.46764292039795,0.5727365598819526,0.42726344011804246,3.4003,0.0
2397,31.022670987524183,104.44250038609808,0.5720599917687063,0.4279400082312953,3.4002,0.0
2400,30.983924411963038,104.41732705470099,0.571386434369521,0.4286135656304783,3.4001,0.0
