lambda,Psi,Delta,T,R,n_S,k_S
1197,57.151108529486656,-107.37658526362947,0.9034707506458439,0.09652924935415487,3.5401,0.0
1200,57.61352189895641,-107.48004769834198,0.9067424773340674,0.09325752266593484,3.539,0.0
1203,58.080109303493465,-107.5875478068226,0.9099567890168724,0.09004321098312855,3.538,0.0
1206,58.55021349637329,-107.7050085492686,0.9131164217711776,0.08688357822882296,3.5369,0.0
1209,59.02437698335033,-107.82730088596664,0.9162177472121067,0.08378225278789382,3.5359,0.0
1212,59.50190642794541,-107.9606388549996,0.9192631079354617,0.08073689206453914,3.5348,0.0
1215,59.9833563176877,-108.09971009304233,0.9222493851280993,0.07775061487190064,3.5338,0.0
1218,60.46832772614092,-108.24796221704516,0.9251774949223429,0.07482250507765822,3.5328,0.0
1221,60.95672802126389,-108.40599123829443,0.9280470115944378,0.07195298840556617,3.5318,0.0
1224,61.44845713382217,-108.57443334964333,0.9308575399221802,0.06914246007782039,3.5308,0.0
1227,61.96937722333191,-108.73789606030387,0.933745454892577,0.06625454510742564,3.5298,0.0
1230,62.46770480642899,-108.92928089146587,0.9364346283826028,0.06356537161739795,3.5288,0.0
1233,62.969011232031825,-109.13328863738593,0.939063782716826,0.06093621728317412,3.5278,0.0
1236,63.473552208651185,-109.34721984850188,0.9416322282326517,0.058367771767349724,3.5269,0.0
1239,63.980417878377956,-109.57897156874559,0.9441406578524009,0.05585934214760088,3.5259,0.0
1242,64.4902462901468,-109.82234650279824,0.946588119507145,0.053411880492856896,3.525,0.0
1245,65.00206371157606,-110.08572709250909,0.9489749733850883,0.0510250266149139,3.524,0.0
1248,65.51653383811004,-110.362723363888,0.9513007137425,0.04869928625750021,3.5231,0.0
1251,66.03306229508965,-110.65826269865134,0.9535654369794603,0.04643456302054093,3.5222,0.0
1254,66.55145447993408,-110.9736615034143,0.9557690458445737,0.044230954155426584,3.5213,0.0
1257,67.07150303673049,-111.3103483520623,0.9579114721528713,0.04208852784713167,3.5204,0.0
1260,67.59298697445494,-111.66987591665591,0.9599926764874215,0.040007323512579296,3.5195,0.0
1263,68.11567066710667,-112.05393432407828,0.9620126478730765,0.03798735212692425,3.5186,0.0
1266,68.63930271604337,-112.46436611555458,0.9639714034232403,0.03602859657675877,3.5177,0.0
1269,69.16416388411525,-112.89851958258208,0.9658695508416579,0.03413044915834291,3.5169,0.0
1272,69.718603834189,-113.35580916819758,0.9678055934995761,0.03219440650042408,3.516,0.0
1275,70.24421047912887,-113.85391165398974,0.9695792599550059,0.030420740044994156,3.5152,0.0
1278,70.76899826834943,-114.39254502847754,0.9712913981318081,0.0287086018681933,3.5143,0.0
1281,71.29381634439271,-114.96462343467323,0.9729436604123141,0.027056339587687255,3.5135,0.0
1284,71.8176970241774,-115.57826428802565,0.9745355028518354,0.025464497148166152,3.5127,0.0
1287,72.33954708227247,-116.24247760547223,0.9760661274682597,0.023933872531742235,3.5118,0.0
1290,72.86026874363968,-116.95029651896347,0.9775376799168757,0.02246232008312377,3.511,0.0
1293,73.37872386541602,-117.71134212728003,0.9789494767576661,0.021050523242335417,3.5102,0.0
1296,73.8943917867641,-118.53033290494149,0.9803017859173481,0.01969821408265232,3.5094,0.0
1299,74.40670444956514,-119.4124804948734,0.9815948980022418,0.018405101997758955,3.5086,0.0
1302,74.91504018811715,-120.36354123947798,0.9828291257163018,0.017170874283699504,3.5078,0.0
1305,75.41871657293623,-121.38987017539087,0.9840048032669358,0.015995196733063582,3.507,0.0
1308,75.91789631467806,-122.49183411568607,0.985123683202098,0.014876316797903005,3.5063,0.0
1311,76.4099621644778,-123.69026484389491,0.9861833946554172,0.013816605344584032,3.5055,0.0
1314,76.89487102605197,-124.98716294380574,0.9871856792384713,0.012814320761529422,3.5047,0.0
1317,77.37264658212544,-126.38466409717299,0.9881324870917207,0.011867512908279391,3.504,0.0
1320,77.8713336643112,-127.9331905269828,0.9890783075949512,0.010921692405049902,3.5032,0.0
1323,78.32922355738823,-129.58275695093022,0.9899099009803105,0.010090099019689925,3.5025,0.0
1326,78.77518428771681,-131.3732139415422,0.9906859119328376,0.009314088067163058,3.5018,0.0
1329,79.20639589696853,-133.32457290459928,0.9914051318150222,0.008594868184978888,3.501,0.0
1332,79.62356021583457,-135.43447675136198,0.9920713954926028,0.007928604507398294,3.5003,0.0
1335,80.02354775971301,-137.72334308832507,0.9926835597958816,0.007316440204119832,3.4996,0.0
1338,80.40422765998686,-140.20361685840618,0.9932421482059113,0.006757851794089832,3.4989,0.0
1341,80.76327051553257,-142.88658269909888,0.9937476980622091,0.006252301937791531,3.4982,0.0
1344,81.09815928228821,-145.78141287089468,0.9942007599164995,0.0057992400835016914,3.4975,0.0
1347,81.40621677761212,-148.8939751239797,0.9946018968886914,0.005398103111309822,3.4968,0.0
1350,81.68465499167874,-152.2254361841122,0.9949516840259445,0.005048315974056129,3.4961,0.0
1353,81.93065072472383,-155.77076138479092,0.9952507076656244,0.004749292334376515,3.4954,0.0
1356,82.14144983318046,-159.51729359705732,0.9954995648029275,0.004500435197073764,3.4947,0.0
1359,82.31449815227826,-163.44367708359147,0.9956988624639277,0.004301137536073737,3.494,0.0
1362,82.44947440868599,-167.5161564192753,0.9958511390009765,0.004148860999024105,3.4934,0.0
1365,82.54093905006954,-171.70330848278593,0.9959531844830717,0.004046815516928268,3.4927,0.0
1368,82.59160334176727,-175.95375038165824,0.9960094802353411,0.003990519764659777,3.4921,0.0
1371,82.59728906293306,179.7795039579932,0.996016798543154,0.003983201456846229,3.4914,0.0
1374,82.5622923288378,175.54877656354316,0.9959796609485668,0.004020339051433445,3.4908,0.0
1377,82.49264620980043,171.17476884436567,0.995904170062348,0.0040958299376527155,3.4901,0.0
1380,82.37444399582128,167.15590582551783,0.9957738725485092,0.004226127451491958,3.4895,0.0
1383,82.21727335107441,163.30612929908094,0.995597234893278,0.004402765106722461,3.4888,0.0
1386,82.02768049496876,159.64387155380504,0.9953787975765229,0.004621202423477893,3.4882,0.0
1389,81.80680487064205,156.18956176541127,0.9951172915317189,0.004882708468281894,3.4876,0.0
1392,81.55774781069432,152.95199400182207,0.9948133900273806,0.005186609972620555,3.487,0.0
1395,81.28357057549603,149.9329734848051,0.9944677695811641,0.005532230418836821,3.4864,0.0
1398,80.98720767438108,147.12881624655913,0.9940811094577491,0.005918890542252123,3.4858,0.0
1401,80.671409320658,144.5318266056744,0.9936540911786295,0.006345908821371278,3.4852,0.0
1404,80.33870869258408,142.1316101238224,0.9931873980440596,0.006812601955940788,3.4846,0.0
1407,79.99140847685659,139.91615572805222,0.9926817146673428,0.007318285332657664,3.484,0.0
1410,79.63158124404404,137.87267496767308,0.9921377265216528,0.007862273478346582,3.4834,0.0
1413,79.26107896198374,135.98821863144877,0.9915561194995348,0.00844388050046602,3.4828,0.0
1416,78.8815479574673,134.25010597370556,0.9909375794851843,0.009062420514817034,3.4822,0.0
1419,78.49444662401797,132.6462054799709,0.990282791939635,0.009717208060365936,3.4816,0.0
1422,78.10226419259443,131.1578751076012,0.9895941672812905,0.010405832718710142,3.4811,0.0
1425,77.7036971636061,129.78906113793357,0.9888689101001683,0.011131089899832816,3.4805,0.0
1428,77.30099310050146,128.52267418529496,0.9881094538433085,0.011890546156691132,3.4799,0.0
1431,76.89612072912887,127.34286043686437,0.9873181176032702,0.012681882396731247,3.4794,0.0
1434,76.48766217681381,126.25539744714784,0.9864922691610996,0.013507730838899942,3.4788,0.0
1437,76.0784422135213,125.23919985820002,0.9856358271786161,0.01436417282138453,3.4783,0.0
1440,75.65181876575438,124.2054255602292,0.9847117623797971,0.01528823762020523,3.4777,0.0
1443,75.24044327455482,123.33015931203107,0.9837910979388624,0.016208902061138616,3.4772,0.0
1446,74.82798573329202,122.52079365136693,0.9828387625485947,0.01716123745140666,3.4766,0.0
1449,74.41674079015495,121.75970435207519,0.9818583757476003,0.01814162425239817,3.4761,0.0
1452,74.00613947937693,121.04881734078512,0.9808490924383094,0.01915090756169014,3.4756,0.0
1455,73.59567689355194,120.38998722247113,0.9798102185576342,0.020189781442364534,3.475,0.0
1458,73.18736269302032,119.7676168623811,0.9787451279553032,0.02125487204469806,3.4745,0.0
1461,72.78059756617246,119.18440759386885,0.9776530765577037,0.022346923442295663,3.474,0.0
1464,72.37562033146307,118.63734252986839,0.9765346995417463,0.023465300458253922,3.4735,0.0
1467,71.97264382365245,118.12368112982348,0.9753906268813204,0.02460937311867902,3.473,0.0
1470,71.57185768925837,117.64093085790422,0.9742214831444659,0.025778516855534846,3.4725,0.0
1473,71.17343083237593,117.18682184828793,0.973027887301619,0.026972112698381477,3.472,0.0
1476,70.7775135593669,116.75928429188467,0.9718104525448024,0.02818954745519744,3.4715,0.0
1479,70.3842394639385,116.35642827008613,0.9705697861174767,0.029430213882524262,3.471,0.0
1482,69.99372708813662,115.9765257783582,0.9693064891548621,0.030693510845138255,3.4705,0.0
1485,69.60608138961409,115.61799470275726,0.9680211565345073,0.031978843465493456,3.47,0.0
1488,69.22139504113964,115.27938453382026,0.9667143767368481,0.033285623263153534,3.4695,0.0
1491,68.83974958454415,114.95936362343093,0.9653867317155255,0.03461326828447517,3.469,0.0
1494,68.46121645811938,114.65670781053905,0.9640387967772452,0.03596120322275618,3.4685,0.0
1497,68.08585791374685,114.37029026049917,0.9626711404708832,0.03732885952911834,3.468,0.0
1500,67.71431466052913,114.09462633316183,0.9612849439782291,0.038715056021771936,3.4676,0.0
1503,67.34544764648199,113.8377245522237,0.9598794685991313,0.040120531400870504,3.4671,0.0
1506,66.97989513454004,113.5941759454617,0.9584559353704166,0.041544064629583835,3.4666,0.0
1509,66.61824313205342,113.35893304648354,0.95701533875322,0.04298466124677963,3.4662,0.0
1512,66.24311103525231,113.09824118362452,0.9554871176051895,0.044512882394808974,3.4657,0.0
1515,65.88775037371859,112.89119550488148,0.9540114223305333,0.04598857766946735,3.4652,0.0
1518,65.53632932725687,112.6904909945083,0.9525200895657695,0.04747991043423137,3.4648,0.0
1521,65.18780678691573,112.50363932587422,0.9510130196512567,0.048986980348744005,3.4643,0.0
1524,64.84322619684897,112.3220826308345,0.949491210781975,0.05050878921802504,3.4639,0.0
1527,64.5015750057158,112.15316506204992,0.9479547803409224,0.052045219659077914,3.4634,0.0
1530,64.16385436478213,111.98864388657361,0.9464044782370459,0.053595521762955074,3.463,0.0
1533,63.829558542780426,111.83196315163107,0.9448406247172071,0.05515937528279132,3.4626,0.0
1536,63.49821064613158,111.6863735042276,0.9432637706577712,0.05673622934222857,3.4621,0.0
1539,63.170755341200866,111.54405813640817,0.9416742869420702,0.05832571305793213,3.4617,0.0
1542,62.84670300678968,111.40837467987852,0.9400726494746292,0.059927350525370675,3.4613,0.0
1545,62.52558995408548,111.2824997305211,0.9384595688051334,0.06154043119486581,3.4608,0.0
1548,62.20831172493637,111.15899474826153,0.9368350307240741,0.06316496927592627,3.4604,0.0
1551,61.89439392685948,111.04112763358766,0.9351996699353312,0.06480033006466923,3.46,0.0
1554,61.58381871469806,110.92860628977215,0.9335539152898205,0.06644608471018036,3.4596,0.0
1557,61.27613911283858,110.82450309877956,0.9318986940288986,0.06810130597110066,3.4591,0.0
1560,60.97219470227829,110.72182305499645,0.9302334710552564,0.06976652894474163,3.4587,0.0
1563,60.671529978796485,110.62371370860578,0.9285590970333583,0.0714409029666412,3.4583,0.0
1566,60.37412143739224,110.52994581966398,0.9268759716270335,0.07312402837296608,3.4579,0.0
1569,60.07994445916015,110.44030323791122,0.9251844872914182,0.07481551270858332,3.4575,0.0
1572,59.78897341609068,110.35458201494971,0.9234850293133828,0.07651497068661701,3.4571,0.0
1575,59.50118176865764,110.27258958668125,0.9217779758553091,0.07822202414469144,3.4567,0.0
1578,59.21654215672993,110.19414401969381,0.9200636980019714,0.07993630199803002,3.4563,0.0
1581,58.93502648429277,110.11907331590919,0.9183425598104036,0.08165744018959811,3.4559,0.0
1584,58.65660599842493,110.04721477037342,0.9166149183625628,0.08338508163743731,3.4555,0.0
1587,58.38125136293391,109.97841437756351,0.9148811238206185,0.08511887617938212,3.4551,0.0
1590,58.108932727022584,109.91252628204084,0.9131415194847015,0.08685848051529915,3.4547,0.0
1593,57.83961978932576,109.84941226967209,0.9113964418529797,0.08860355814701874,3.4543,0.0
1596,57.57365216420851,109.78607097893251,0.9096449001173474,0.09035509988265406,3.454,0.0
1599,57.297157253607494,109.70494115249029,0.9077954511676382,0.09220454883236265,3.4536,0.0
1602,57.036789569204046,109.64976884606422,0.9060353144994505,0.09396468550054816,3.4532,0.0
1605,56.779302618080465,109.59687368780543,0.9042710013146802,0.09572899868531894,3.4528,0.0
1608,56.52502166908476,109.54339950095444,0.9025012362714183,0.09749876372858345,3.4525,0.0
1611,56.27319786569581,109.49477379638569,0.9007294107663191,0.09927058923368394,3.4521,0.0
1614,56.02415915388259,109.44812211949696,0.8989542993267114,0.10104570067328844,3.4517,0.0
1617,55.7778734256558,109.40335336642597,0.8971761861827403,0.10282381381726063,3.4513,0.0
1620,55.534654895068044,109.35773834647516,0.8953935211625956,0.10460647883740505,3.451,0.0
1623,55.29377630679235,109.31650485883267,0.8936101706705938,0.10638982932940694,3.4506,0.0
1626,55.055895969905755,109.27431371716803,0.891822682090141,0.10817731790985885,3.4503,0.0
1629,54.82029644353363,109.2362985005101,0.8900351586370082,0.10996484136299234,3.4499,0.0
1632,54.587289610363655,109.19977087218219,0.8882459638073246,0.11175403619267649,3.4495,0.0
1635,54.35717873017307,109.16214205574137,0.8864532085935337,0.11354679140646654,3.4492,0.0
1638,54.12925977414868,109.12841121284222,0.8846613491490117,0.11533865085098693,3.4488,0.0
1641,53.90416956536854,109.09349689667772,0.8828662866713284,0.11713371332867152,3.4485,0.0
1644,53.68121229991984,109.06231284512542,0.881072711414482,0.11892728858551874,3.4481,0.0
1647,53.46101752422252,109.02987246686168,0.8792762691384877,0.12072373086151202,3.4478,0.0
1650,53.243223084960825,108.99859602765119,0.8774794408544738,0.1225205591455273,3.4475,0.0
1653,53.02747393145343,108.97082140639723,0.875684944940995,0.12431505505900584,3.4471,0.0
1656,52.81438989470189,108.94169649595612,0.873888047492463,0.1261119525075369,3.4468,0.0
1659,52.603293347225815,108.91593524875212,0.8720940182573625,0.12790598174263818,3.4464,0.0
1662,52.394798471166695,108.88877018801969,0.8702978732452625,0.1297021267547374,3.4461,0.0
1665,52.18855262787935,108.86252780542033,0.8685023702685487,0.13149762973145207,3.4458,0.0
1668,51.98420896387972,108.8394600175714,0.8667104999646672,0.13328950003533308,3.4454,0.0
1671,51.78237417342901,108.81491965332327,0.8649169072749548,0.135083092725045,3.4451,0.0
1674,51.582700632896945,108.7911807322101,0.8631245141741266,0.13687548582587455,3.4448,0.0
1677,51.38515964817969,108.76820610945408,0.8613334971972254,0.13866650280277498,3.4445,0.0
1680,51.189410043122614,108.74818388467321,0.8595470615061389,0.14045293849386517,3.4441,0.0
1683,50.99605025424004,108.72661579543434,0.8577593658490856,0.14224063415091504,3.4438,0.0
1686,50.80473861102604,108.70571000134541,0.855973548492156,0.1440264515078447,3.4435,0.0
1689,50.61544758565786,108.68543518907791,0.8541897681393832,0.14581023186061337,3.4432,0.0
1692,50.428149951953856,108.66576134141076,0.8524081792297182,0.14759182077028266,3.4429,0.0
1695,50.2428187884685,108.64665967847048,0.8506289320124714,0.14937106798753017,3.4426,0.0
1698,50.059120083493255,108.63023023724851,0.8488555469064388,0.15114445309355948,3.4422,0.0
1701,49.87764307299744,108.61217629580328,0.8470814732322934,0.1529185267677075,3.4419,0.0
1704,49.68855881773241,108.57926666019684,0.8452058650469468,0.1547941349530527,3.4416,0.0
1707,49.510917125209076,108.56231065446116,0.843437389080449,0.15656261091955356,3.4413,0.0
1710,49.335110953900205,108.54579678950385,0.8416719546517324,0.15832804534826858,3.441,0.0
1713,49.16111525622485,108.52970272279784,0.8399096882287016,0.1600903117712974,3.4407,0.0
1716,48.98890529908744,108.51400701099506,0.8381507126033368,0.16184928739666365,3.4404,0.0
1719,48.81845666377376,108.49868907134571,0.8363951469618615,0.1636048530381391,3.4401,0.0
1722,48.649745245561235,108.48372914500524,0.8346431069541496,0.16535689304585025,3.4398,0.0
1725,48.482747253064524,108.46910826212658,0.832894704762335,0.16710529523766363,3.4395,0.0
1728,48.31743920733947,108.45480820863531,0.8311500491686802,0.16884995083131993,3.4392,0.0
1731,48.153797940755936,108.44081149459488,0.8294092456225841,0.17059075437741342,3.4389,0.0
1734,47.991800595661225,108.42710132407602,0.8276723963068314,0.17232760369317002,3.4386,0.0
1737,47.83172498109811,108.41170947051411,0.8259355211773067,0.17406447882269427,3.4384,0.0
1740,47.67294785162492,108.39853641627163,0.8242068228187589,0.17579317718124046,3.4381,0.0
1743,47.515747942064245,108.38560319286519,0.8224823666442039,0.177517633355799,3.4378,0.0
1746,47.360103616780634,108.37289551085094,0.8207622424165723,0.17923775758343244,3.4375,0.0
1749,47.20599354083052,108.3603996438588,0.8190465369506692,0.1809534630493312,3.4372,0.0
1752,47.053396677661844,108.34810240593171,0.8173353341743288,0.182664665825673,3.4369,0.0
1755,46.90259127522236,108.33410682945484,0.8156243333584218,0.18437566664157964,3.4367,0.0
1758,46.752958777207525,108.32217994265548,0.8139223273331452,0.186077672666856,3.4364,0.0
1761,46.60477817094099,108.31041497446472,0.8122250594173912,0.1877749405826162,3.4361,0.0
1764,46.45802958757481,108.2988006974418,0.8105326025859342,0.1894673974140671,3.4358,0.0
1767,46.312991990424656,108.28548345953726,0.8088404506187187,0.1911595493812804,3.4356,0.0
1770,46.16904894075443,108.27414851500781,0.807157776837213,0.1928422231627871,3.4353,0.0
1773,46.026480028397934,108.26293299019805,0.8054801180825468,0.19451988191745254,3.435,0.0
1776,45.88556493556838,108.25001374296777,0.8038028183356968,0.1961971816642991,3.4348,0.0
1779,45.745688350334596,108.239018143732,0.8021353294108955,0.19786467058910243,3.4345,0.0
1782,45.607130502505214,108.22811424302124,0.8004730375902711,0.1995269624097308,3.4342,0.0
1785,45.470171939301075,108.21550780834266,0.7988111407892663,0.20118885921073903,3.434,0.0
1788,45.334198096437106,108.20477115145297,0.7971593632777468,0.20284063672225144,3.4337,0.0
1791,45.19948999460372,108.19410162853421,0.7955129444990651,0.20448705550093538,3.4334,0.0
1794,45.06632917544123,108.18173241762024,0.7938669400023552,0.20613305999764522,3.4332,0.0
1797,44.934101474103066,108.17118344173575,0.792231340473339,0.20776865952666154,3.4329,0.0
1800,44.80338773596271,108.15893746595626,0.790596159450853,0.20940384054914765,3.4327,0.0
1803,44.67357391222739,108.14848081241735,0.7889715620394296,0.21102843796056908,3.4324,0.0
1806,44.54524178395677,108.13633040697243,0.7873473808696039,0.2126526191303978,3.4322,0.0
1809,44.4177772834,108.1259400534736,0.7857339527836547,0.21426604721633918,3.4319,0.0
1812,44.29146374282645,108.11556983852574,0.7841261887225389,0.21587381127746144,3.4316,0.0
1815,44.16658541843504,108.10351166145962,0.7825188260460654,0.21748117395394057,3.4314,0.0
1818,44.04252793549401,108.09317262328393,0.7809224539740772,0.21907754602592244,3.4311,0.0
1821,43.91987590248024,108.08115001414068,0.7793264663190322,0.22067353368097561,3.4309,0.0
1824,43.79831491331749,108.06914098416873,0.7777361934270379,0.22226380657296252,3.4307,0.0
1827,43.67752997335053,108.05881309162666,0.7761571305959872,0.22384286940400822,3.4304,0.0
1830,43.55148563768681,108.03529773922325,0.7744770023718718,0.22552299762812844,3.4302,0.0
1833,43.432862938822765,108.0250093034418,0.7729098135012933,0.2270901864987091,3.4299,0.0
1836,43.315574574124085,108.0130494112886,0.7713429426635773,0.2286570573364238,3.4297,0.0
1839,43.19900493151888,108.00272300922668,0.7697875549958471,0.23021244500415317,3.4294,0.0
1842,43.08374307996514,107.99073068639063,0.768232451014567,0.23176754898543292,3.4292,0.0
1845,42.96947467496834,107.97871958242348,0.766683242675131,0.23331675732486495,3.429,0.0
1848,42.85588444937581,107.96831044123633,0.7651456973613243,0.2348543026386763,3.4287,0.0
1851,42.743563776262,107.95624411446036,0.7636083763532422,0.23639162364676494,3.4285,0.0
1854,42.63219806465677,107.94414816748595,0.7620770056441248,0.23792299435587955,3.4283,0.0
1857,42.52147168236251,107.9336250141256,0.76055746270737,0.23944253729263038,3.428,0.0
1860,42.41197844429315,107.9214538274336,0.7590380759604524,0.2409619240395494,3.4278,0.0
1863,42.30340340335017,107.9092435036899,0.7575246826894666,0.24247531731053304,3.4276,0.0
1866,42.19573467630917,107.89699110878449,0.7560172949951565,0.24398270500485075,3.4274,0.0
1869,42.08865600398921,107.88627588048573,0.7545219330182422,0.24547806698175767,3.4271,0.0
1872,41.98276462097029,107.87392532441686,0.7530266242971337,0.2469733757028655,3.4269,0.0
1875,41.87774496208895,107.86152473760613,0.7515373503470367,0.24846264965296083,3.4267,0.0
1878,41.77358584654526,107.84907167113815,0.7500541188452569,0.24994588115474364,3.4265,0.0
1881,41.66997023030328,107.83812359518102,0.7485830878957213,0.2514169121042839,3.4262,0.0
1884,41.5674989554543,107.82555329397412,0.7471119950224627,0.25288800497753455,3.426,0.0
1887,41.46585567790118,107.8129239038459,0.7456469612155032,0.25435303878449284,3.4258,0.0
1890,41.36502987670005,107.80023339685049,0.7441879901782757,0.25581200982172525,3.4256,0.0
1893,41.26501118941414,107.78747984163512,0.7427350846861693,0.2572649153138316,3.4254,0.0
1896,41.16548140321871,107.77619532043636,0.7412945688526954,0.25870543114730365,3.4251,0.0
1899,41.06704607376533,107.76330528722454,0.7398538324482298,0.26014616755177067,3.4249,0.0
1902,40.96938769212405,107.7503470369997,0.7384191642918317,0.26158083570816937,3.4247,0.0
1905,40.87249650547084,107.73731899114844,0.736990563696249,0.26300943630374995,3.4245,0.0
1908,40.776362907349046,107.72421965203738,0.7355680291672914,0.2644319708327138,3.4243,0.0
1911,40.68097743534466,107.71104760020692,0.7341515584265114,0.26584844157348886,3.4241,0.0
1914,40.586330768789914,107.69780149165683,0.7327411484334184,0.26725885156658175,3.4239,0.0
1917,40.49241372650448,107.68448005523295,0.7313367954071879,0.26866320459281773,3.4237,0.0
1920,40.39890585899853,107.67257860952017,0.729945074607247,0.2700549253927578,3.4234,0.0
1923,40.306420628813875,107.65909862148679,0.7285528521964217,0.27144714780357837,3.4232,0.0
1926,40.2146382904262,107.64553997380901,0.7271666708901567,0.2728333291098398,3.423,0.0
1929,40.12355019878962,107.63190166124924,0.7257865241562599,0.274213475843739,3.4228,0.0
1932,40.033147837523565,107.61818273964009,0.7244124048238582,0.27558759517614323,3.4226,0.0
1935,39.94342281684431,107.60438232376106,0.723044305102388,0.2769556948976116,3.4224,0.0
1938,39.85436687152938,107.5904995852873,0.7216822166001906,0.2783177833998097,3.4222,0.0
1941,39.76597185891289,107.57653375080686,0.7203261303426574,0.27967386965734403,3.422,0.0
1944,39.67822975691131,107.562484099906,0.7189760367899801,0.2810239632100206,3.4218,0.0
1947,39.59113266208117,107.54834996331695,0.7176319258545322,0.2823680741454681,3.4216,0.0
1950,39.504672787704195,107.53413072113104,0.7162937869177846,0.2837062130822154,3.4214,0.0
1953,39.41884246190642,107.51982580106753,0.7149616088469213,0.2850383911530787,3.4212,0.0
1956,39.333634125803776,107.50543467680416,0.7136353800110153,0.2863646199889857,3.421,0.0
1959,39.24904033167765,107.49095686636089,0.7123150882968475,0.2876849117031605,3.4208,0.0
1962,39.165053741182255,107.4763919305379,0.7110007211243836,0.28899927887561555,3.4206,0.0
1965,39.081667123574505,107.46173947140562,0.7096922654618746,0.29030773453812486,3.4204,0.0
1968,38.999192167412616,107.44556461034098,0.7083826673393184,0.2916173326606832,3.4203,0.0
1971,38.91698470896179,107.4307394341585,0.7070859673347624,0.29291403266523874,3.4201,0.0
1974,38.83535616137203,107.41582571930361,0.7057951374337985,0.29420486256620204,3.4199,0.0
1977,38.75429970712758,107.40082321957699,0.704510162939856,0.2954898370601415,3.4197,0.0
1980,38.67380862790603,107.38573172320153,0.7032310287750662,0.2967689712249418,3.4195,0.0
1983,38.59387630298042,107.37055105158787,0.7019577194933674,0.2980422805066289,3.4193,0.0
1986,38.51449620763926,107.3552810581382,0.7006902192933413,0.2993097807066574,3.4191,0.0
1989,38.43111989608579,107.33053295196417,0.6993391441030588,0.3006608558969473,3.4189,0.0
1992,38.35317610945258,107.31370193610056,0.6980762191547017,0.30192378084529875,3.4188,0.0
1995,38.275443101299956,107.29819256430008,0.6968262788208659,0.30317372117913555,3.4186,0.0
1998,38.198236849007095,107.28259320472131,0.6955820815206962,0.3044179184793085,3.4184,0.0
2001,38.12155128911006,107.26690386089693,0.6943436098261384,0.3056563901738624,3.4182,0.0
2004,38.045380445189075,107.25112456181286,0.6931108460250963,0.30688915397490074,3.418,0.0
2007,37.969718426468376,107.23525536096473,0.6918837721322203,0.3081162278677799,3.4178,0.0
2010,37.894885019803795,107.21790478087163,0.6906549768884979,0.30934502311150414,3.4177,0.0
2013,37.820223817485356,107.20185869052749,0.6894392046640601,0.3105607953359377,3.4175,0.0
2016,37.746054268936184,107.18572295186584,0.68822906708021,0.3117709329197901,3.4173,0.0
2019,37.67237081234867,107.16949770818366,0.6870245451592689,0.3129754548407305,3.4171,0.0
2022,37.59949554486048,107.15180205702202,0.6858181353877317,0.3141818646122659,3.417,0.0
2025,37.5267684065818,107.13540079635774,0.6846247647117422,0.31537523528826245,3.4168,0.0
2028,37.45451114415915,107.11891053604347,0.6834369516797857,0.31656304832021065,3.4166,0.0
2031,37.38271850415953,107.1023314962635,0.6822546764745092,0.31774532352548823,3.4164,0.0
2034,37.311714882901555,107.08429264279987,0.681070346985014,0.31892965301498516,3.4163,0.0
2037,37.240836529191284,107.06753908827646,0.6798990658305242,0.32010093416947644,3.4161,0.0
2040,37.17040747743137,107.05069747512375,0.6787332621683655,0.3212667378316322,3.4159,0.0
2043,37.100753832918976,107.03240375823817,0.6775652797503784,0.32243472024962067,3.4158,0.0
2046,37.031209068999544,107.01538909481317,0.676410348572753,0.3235896514272467,3.4156,0.0
2049,36.962098921444095,106.99828723435898,0.6752608330756946,0.32473916692430177,3.4154,0.0
2052,36.89341863093537,106.98109850531955,0.6741167122959589,0.3258832877040419,3.4152,0.0
2055,36.82549657736134,106.9624675823706,0.6729702474556418,0.32702975254435446,3.4151,0.0
2058,36.75766249426369,106.94510819459359,0.6718368327098644,0.32816316729013334,3.4149,0.0
2061,36.69024438309949,106.92766296185978,0.6707087492179359,0.3292912507820664,3.4147,0.0
2064,36.62357231232137,106.90878272575176,0.6695781984647087,0.3304218015352913,3.4146,0.0
2067,36.556973211877086,106.89116887831626,0.6684606936052558,0.3315393063947419,3.4144,0.0
2070,36.491112323666215,106.87212472285552,0.6673406398364348,0.33265936016356273,3.4143,0.0
2073,36.4253147216193,106.8543437129048,0.6662336277320421,0.3337663722679592,3.4141,0.0
2076,36.3599111979321,106.8364787792232,0.6651318389833626,0.33486816101664396,3.4139,0.0
2079,36.29523460459542,106.81719035315966,0.664027379478212,0.33597262052178456,3.4138,0.0
2082,36.23060720083858,106.79916062246559,0.6629359531171014,0.33706404688289854,3.4136,0.0
2085,36.166699484438276,106.77971184509055,0.6618417753609855,0.33815822463902134,3.4135,0.0
2088,36.102831853177115,106.76151896261298,0.6607606238257342,0.3392393761742661,3.4133,0.0
2091,36.0393378636534,106.74324431262819,0.6596845856665177,0.3403154143334911,3.4131,0.0
2094,35.97655312178067,106.72355705639086,0.6586056759238309,0.34139432407617054,3.413,0.0
2097,35.9137952062414,106.70512187622599,0.6575397801229318,0.34246021987706887,3.4128,0.0
2100,35.85173983427298,106.68527828647625,0.6564709332954677,0.3435290667045334,3.4127,0.0
2103,35.78970272187127,106.66668437411468,0.6554150911466202,0.3445849088533758,3.4125,0.0
2106,35.72836165248563,106.64668614986914,0.654356219051259,0.34564378094873993,3.4124,0.0
